,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
item_7844,0.16699181,-0.23088162,0.04218249,-0.29000035,0.25903046,-0.19169457,-0.28390366,0.65368783,0.09251026,-0.29617158,-0.15399444,0.017967148,-0.22543502,-0.10324906,-0.16273355,-0.001601371,-0.12425741,-0.18386535,0.23502673
item_7845,-0.16759376,0.5241844,-0.33542165,0.07900225,0.15132311,0.62956595,-0.050924454,-0.12919594,-0.56701165,0.09236877,-0.3339007,0.3012074,-0.22656357,-0.10226987,0.32767606,-0.8340614,0.4708039,0.0873476,0.21886751
item_7846,-0.028682802,-0.25196415,0.1575074,0.0027752707,0.29423976,0.055295184,-0.24081384,0.21435133,0.611876,-0.008368533,0.40794003,-0.47926623,-0.1534449,0.06628525,-0.3396077,0.4465535,0.31409675,-0.20254101,0.055806275
item_7847,-0.0115792295,0.3697978,0.34886625,0.13416661,0.1305874,0.10872153,0.11175834,-0.72284615,-0.25284603,0.33170307,-0.355608,0.20787355,-1.0967808,0.38533485,0.19912465,-0.6796879,0.11725893,0.49613187,0.01739737
item_7848,0.29350707,0.3797409,0.07376583,0.0967272,0.19361624,-0.008536197,0.17465253,-0.22722383,-0.50027156,0.10650661,-0.4135462,-0.18876277,-0.4171085,0.07718624,0.12927763,-0.010206819,-0.24972859,-0.062655315,0.082582265
item_7849,-0.50900245,0.32485193,5.8428108e-05,0.33933705,0.19002604,0.1794703,-0.2105099,0.15720046,0.23480895,0.13323799,-0.08933225,-0.3105958,0.09964807,-0.24470878,-0.29220766,0.19197822,0.035781104,-0.45435792,0.2397618
item_7850,0.35839894,-0.67346203,0.19222613,-0.25416622,0.14250143,-0.06627082,-0.5118161,0.47809777,-0.20346044,-0.38218534,0.047571827,0.48320177,0.1426917,-0.18057472,-0.060316112,0.46641272,-0.4586694,-0.012487334,-0.22162059
item_7851,-0.08917699,0.24661282,0.16887495,0.3908111,-0.4672437,0.20667453,0.45474043,-0.030302448,-0.21184532,0.42065188,0.15785192,-0.20725594,-0.32617018,0.2909604,0.0018656225,0.033193287,-0.3467396,0.21463563,0.17864233
item_7852,0.051345445,0.00644055,-0.5147914,0.25319922,-0.46476194,0.26977387,0.41924343,-0.09279196,-0.6480396,0.112177715,-0.18162532,-0.19599465,-0.17538245,0.19652545,0.1928468,-0.23355873,-0.5131451,0.18912373,0.16256636
item_7853,0.33840117,-0.53802085,0.17294887,0.019003192,0.49052128,-0.17775357,-0.19409806,0.35714617,-0.27754906,-0.15597585,0.5947336,-0.18676929,-0.5412246,0.3284264,-0.31640607,0.29826257,-0.4664255,0.12522572,0.06586543
item_7854,-0.30687195,0.1621123,0.38284424,0.33080745,0.44344357,0.63697416,-0.12468985,-0.026853472,-0.16224456,0.008000054,-0.046757843,0.24101801,-0.6576923,0.43046904,0.07467617,-0.037196394,0.23748522,-0.0609672,-0.065212645
item_7855,-0.12935835,0.4549401,-0.28962898,-0.23408632,-0.5404897,-0.25401226,0.28604057,-0.36097842,0.079289995,0.47008508,-0.25555193,0.33894822,0.2543455,0.06302478,0.2832106,-0.47779095,0.08990386,0.38166744,0.2380132
item_7856,0.321409,-0.10335046,0.035667237,-0.057005793,0.3699838,-0.1176094,-0.7019622,0.33734724,0.28856212,-0.16854325,0.04947203,0.17385994,-0.47321582,-0.0010311438,-0.45427787,-0.09862835,0.39423,0.21321823,-0.05246581
item_7857,-0.112679295,0.19408292,0.087272294,-0.012300986,0.25378388,-0.03411794,0.28071654,-0.20493689,-0.1539413,-0.030841235,-0.64769614,0.28636837,-0.41513133,-0.098016605,-0.05044085,-0.021642622,-0.30329537,-0.3602589,-0.13197523
item_7858,-0.17765392,0.8355328,0.15738404,0.22558138,0.7677481,0.31524104,0.4528726,-0.18025753,0.18487105,-0.5182443,0.23549119,0.65033114,-0.107762694,0.30288285,-0.32788286,-0.7664262,-0.026003242,-0.078620166,-0.23044504
item_7859,0.0525735,-0.5208383,-0.23280935,0.2729216,0.35088786,0.77075046,-0.16063763,0.35985002,0.09853477,-0.056089215,0.37346306,-0.3819214,-0.91000575,0.14815877,-0.116430365,-0.11480011,-0.21141389,-0.3413403,-0.22587009
item_7860,-0.24036957,0.10320882,0.06724573,0.3057518,0.6234076,-0.16074216,-0.39592206,-0.259846,0.18712166,-0.08948092,0.11628299,-0.06902549,0.02409389,-0.2918647,-0.12467617,0.17784506,-0.051423874,0.23629323,0.045116503
item_7861,-0.09696909,0.45672753,-0.13422185,-0.057567157,0.66868615,-0.5868688,-0.20766003,-0.5048557,0.3325444,0.04575367,-0.039414685,0.535302,0.16710399,-0.51024354,0.111115344,-0.23918271,0.015899463,0.055381987,0.4024492
item_7862,0.19649363,0.1685112,0.033820033,0.0054396694,0.44108352,-0.028755747,-0.043107435,0.17767064,-0.2701166,0.028449852,-0.11454473,0.080084525,-0.4235791,-0.76087904,-0.068562105,-0.47716418,-0.6367368,-0.20839164,0.1899546
item_7863,0.043959912,0.023197137,-0.022679871,0.56263465,0.30194578,-0.36829984,0.048232473,0.25185013,-0.93163365,-0.0916443,-0.039286416,-0.23104706,-0.047934934,-0.070884824,0.27285513,0.33978614,-0.4057222,-0.13372737,0.31556043
item_7864,-0.22143526,0.35970902,0.23250909,0.4981765,0.31796658,0.04307786,-0.024660416,0.008794118,-0.091215335,-0.1622961,0.02575714,-0.10676146,-0.46206006,0.034197345,0.25975376,0.5304793,-0.90733874,0.32341814,0.5301877
item_7865,0.23166789,0.312332,-0.45895952,0.6402416,0.96368283,0.49302292,-0.029094376,0.12546043,0.025314922,0.14047264,0.31756982,0.054608144,0.030597629,-0.11493713,0.4132971,0.26380512,-0.43195295,0.32672796,0.45410946
item_7866,-0.5293928,0.007577687,-0.042586982,0.04054093,0.07933128,0.1874353,-0.053763866,0.112977445,-0.26724216,-0.006915313,-0.28191268,0.6267435,-0.022223376,-0.30154264,-0.30600575,-0.9865888,0.063866116,-0.082073,0.06855531
item_7867,-0.08733601,0.6836919,-0.115365796,0.10401229,-0.06443275,0.6685386,-0.18425287,0.3944426,-0.0805782,0.22233708,0.13300486,-0.091104396,0.42101115,0.11473316,0.21053334,-0.18886192,0.2383514,0.5200503,0.18649396
item_7868,-0.24198061,0.38279563,-0.21250704,-0.138983,0.28609535,-0.16165301,0.2635898,-0.080853485,-0.07815649,-0.1427181,0.3290074,-0.10336641,0.4840836,-0.48458186,0.28757834,-0.2795906,0.032772865,0.11630671,-0.11500199
item_7869,-0.08811845,-0.121105134,0.082182586,0.09019405,0.5555657,0.3353105,0.33896473,0.17856893,-0.056544047,0.34926027,0.43458483,0.51813406,0.5320593,0.27631706,0.08080293,-0.18724748,-0.12982942,-0.2372688,-0.33863774
item_7870,0.6197745,0.14478615,-0.10949301,-0.330531,-0.039423723,0.26467004,-0.2253835,0.35875273,-0.033107135,-0.047066543,0.46510157,-0.23847342,0.121031344,-0.008607948,-0.15943663,0.020182472,0.2802334,-0.11086077,-0.34577316
item_7871,0.058225743,-0.37056026,-0.19930969,0.296921,-0.04985677,-0.43182975,0.36379784,0.30771667,0.22936693,-0.044736538,0.28049922,0.21628444,0.90161186,-0.61512476,0.35591882,-0.039677624,0.004359286,-0.47987676,0.13989428
item_7872,-0.008352473,0.18033637,-0.30914772,-0.068655215,-0.49584556,0.06080809,-0.009539525,0.22193304,-0.46217802,-0.30135944,-0.047452863,0.5666415,0.59936565,-0.12322626,0.23995762,-0.7700387,0.21795374,0.17204553,0.29957184
item_7873,-0.041524027,-0.18618473,-0.3214954,0.18677504,-0.07124547,0.27531695,-0.09091651,0.33201197,-0.53713816,-0.48392245,-0.022396768,-0.0051060645,-0.11511846,-0.121881396,0.31032613,-0.40655196,-0.19358934,0.24783087,0.3883815
item_7874,0.14181942,-0.21531461,0.14313099,-0.13272323,-0.026693262,-0.42387608,-0.028568951,-0.20410128,-0.87238497,-0.4191088,0.15064685,0.37249514,0.053278815,-0.040719524,0.42882589,-0.15407942,-0.38959375,0.33628047,0.050848257
item_7875,0.12049024,0.43129197,-0.4091617,-0.44346064,0.3005302,0.10902011,-0.02276111,0.087742895,-0.30029124,-0.38322917,-0.1102251,-0.18688507,-0.0110781165,-0.1324301,-0.1289987,-0.42112738,0.22937271,0.09122425,-0.24572848
item_7876,-0.129514,-0.28330702,-0.15373436,-0.12807716,-0.06991523,-0.08139801,-0.0025862132,0.29397509,-0.2839345,-0.08985527,0.3311522,-0.31594127,0.5777667,-0.39669758,-0.022692781,0.7957986,-0.24790527,0.026543481,-0.03134288
item_7877,0.29600123,0.47502887,0.018424891,0.077015154,0.25354365,-0.271058,0.09295171,-0.30687892,-0.31445545,-0.0051226933,0.4544427,0.11646174,-0.067701414,-0.075062275,0.060026344,-0.42006657,0.29068387,-0.20601436,-0.2952517
item_7878,-0.037782915,0.21525253,-0.10130995,0.30262065,0.5348397,0.0688192,-0.14221366,0.18171673,-0.10002932,-0.05305779,0.5342853,-0.09047461,0.11179382,-0.26334557,0.2357886,0.82326156,-0.30788484,0.009866477,-0.3591853
item_7879,-0.41894856,0.25061536,0.015543308,-0.53652644,0.17872272,0.21822883,-0.17360033,0.044256143,-0.5697918,0.1064497,-0.32197735,-0.047900368,0.091508865,-0.4690366,-0.34842357,0.5555848,-0.5006483,0.097018056,-0.51746005
item_7880,0.21497536,0.31216726,0.049385313,-0.076082245,-0.09923778,0.1875541,-0.44351918,0.019834092,0.44583213,0.1350168,-0.22973186,-0.3677038,-0.39276972,-0.0885795,0.037988544,-0.22841957,0.5165235,0.49632055,0.21413979
item_7881,0.10866998,0.29514873,-0.1791466,-0.2370591,-0.08965775,-0.49461234,0.3973635,0.4376572,0.3709142,-0.09287411,0.23703323,-0.41131732,0.3564497,0.27941266,0.37026536,0.11414969,-0.15533674,0.06372631,0.014590048
item_7882,0.18436605,0.38020185,-0.04627922,0.20476721,0.5702057,-0.67305887,0.3766318,0.06318042,-0.40014416,0.01174925,-0.19070025,-0.16651301,0.22189745,0.053058743,0.062067345,-0.1594732,-0.30077404,0.06875319,0.031911608
item_7883,-0.32350904,-0.0934649,-0.17920762,0.16995822,-0.35760304,-0.08206315,0.15053308,0.47694787,-0.24567461,-0.11681525,0.4243429,-0.3337114,0.2077456,-0.3294514,0.38838732,-0.21947083,0.029186934,-0.011344011,0.2200059
item_7884,0.064345375,-0.14584826,0.2940223,0.026047302,0.008533432,-0.06050159,-0.11262364,0.18778674,-0.09262186,-0.0856977,0.18426341,0.22140667,0.18773293,0.50600487,0.7815214,-0.12052726,-0.094370514,0.020569846,0.31761345
item_7885,0.055333972,0.0035358102,-0.39412242,-0.10272007,0.08922744,0.015556713,-0.23130879,0.5696071,-0.2525333,-0.033656057,0.07857412,0.24388427,-0.2883421,0.12134071,0.45067894,-0.18828607,-0.0030081002,-0.057451293,0.035994507
item_7886,-0.2119525,0.04249399,-0.2998078,-0.4136209,-0.024220942,0.05192886,-0.17125694,0.09557234,-0.852945,0.2580803,-0.42076,-0.13813798,-0.7052196,-0.33530417,0.16407248,-0.32813895,0.0887858,-0.17335713,-0.058841974
item_7887,0.047328737,0.3275891,-0.2382491,-0.39756462,-0.075893894,-0.3074482,-0.23146099,0.4943444,-0.32815376,-0.45660844,-0.69964796,-0.6089075,0.3496354,-0.46921244,0.12683466,-0.78794694,0.23225176,0.102105714,0.20389165
item_7888,0.18802679,0.44891647,-0.07098297,0.40609238,-0.087956265,0.13791458,0.25229234,0.08118564,0.118060246,0.6113162,0.22791019,-0.45546576,0.10746863,0.18276066,-0.29328123,-0.0006840834,0.15623395,-0.011775234,-0.22593133
item_7889,0.61910176,0.48442775,0.35990435,0.03347063,0.2562613,0.19123328,0.41075543,0.09952392,0.05095459,0.36781183,-0.31474844,-0.53013253,0.109265506,0.36341527,-0.2167799,-0.599551,-0.044890422,-0.19845192,-0.021584833
item_7890,-0.06015137,-0.14297602,-0.877128,-0.04480103,-0.49193928,0.112165324,0.14027415,-0.072280645,-0.24760449,0.016272135,-0.11842216,-0.5322618,0.3926028,0.12596883,-0.0049157846,0.0048921965,0.20475785,-0.24141648,-0.66248316
item_7891,0.49451908,0.40549135,0.06858898,-0.1692578,0.2332126,0.1936776,-0.15052232,-0.37798592,0.067818634,0.079959355,-0.28196177,0.53014606,0.6338043,-0.18993632,0.1690843,0.618923,-0.33421218,0.17319918,-0.14519916
item_7892,0.43164477,-0.22003448,-0.2977303,-0.38346288,-0.077919014,-0.029656986,-0.04284363,0.49111247,-0.12612155,-0.16663344,-0.23260131,0.09425982,0.40199152,-0.19345169,0.32457727,-0.612391,0.11020696,-0.100790195,-0.44682214
item_7893,0.03704063,0.49987,-0.05938697,0.07229758,-0.03315712,-0.34907898,-0.08312736,0.58307004,-0.34825116,0.40006706,0.5236918,0.007276868,-0.18746664,-0.58994806,0.30219993,-0.71772164,0.099503495,0.16689408,-0.025417922
item_7894,-0.008997009,-0.14109293,-0.16712368,0.028941352,-0.15544504,0.13652901,-0.2997889,0.24086703,-0.42183995,-0.14180541,0.03444444,0.5618769,-0.19206849,0.09259358,-0.14757252,-0.17282093,-0.36948293,0.12027004,0.104848236
item_7895,-0.31680992,0.11936571,-0.16562217,0.15323988,0.4575096,0.033011813,0.2221066,-0.5229428,0.14026713,0.0712222,0.2298908,0.4623066,-0.37807333,0.008321386,0.055325866,0.0406669,-0.22015116,-0.22075212,-0.23880835
item_7896,0.3436672,-0.29967767,-0.24487972,-0.43556312,-0.3115877,-0.2154533,-0.28004268,0.44247478,0.15102233,-0.08444578,-0.05870405,-0.2796807,0.21218753,0.12203248,0.7241384,-0.69192994,0.57492405,-0.37200138,-0.09851598
item_7897,-0.032840483,0.09055432,-0.13575913,0.2580085,0.37464646,-0.4506319,0.46364197,0.27043262,-0.35547632,0.1378437,0.09358711,0.43598413,-0.38549668,0.5234133,-0.06249173,-0.41158646,0.0672102,-0.32465652,-0.059377763
item_7898,0.30006152,-0.3052822,-0.38303423,-0.30931693,0.24668361,0.07617324,-0.20509757,0.044153873,-0.2652268,-0.157247,-0.16166496,0.27303368,0.122298785,-0.0753777,0.08644007,-0.058300227,0.313874,-0.32221702,-0.35560855
item_7899,-0.14174613,0.34094313,-0.49207112,-0.1338091,0.3457023,-0.28416067,0.45862618,0.3283049,0.21308257,0.20107223,0.3022125,0.4882943,-0.34371638,0.23378485,0.33268133,-0.3126238,-0.26566306,-0.13090165,-0.17112792
item_7900,0.24103239,0.022579165,-0.08072716,0.2368614,-0.051049694,-0.037025504,0.32029602,0.1429708,-0.25266612,-0.20348714,0.18590789,-0.69150186,-0.07924108,0.24893953,0.5776952,0.34377202,-0.046452295,-0.2545895,0.053908125
item_7901,0.17554311,-0.1451368,-0.1588612,0.19262075,0.36901194,-0.5481929,0.40281597,0.41206175,-0.019084757,0.017625844,0.4078382,0.14717165,-0.26790896,0.27659854,-0.35092148,-0.5107125,0.12726831,-0.25492072,-0.27135038
item_7902,0.4713102,0.5893718,0.0027018778,0.10180658,0.58559924,0.7829164,0.40467072,-0.26496407,-0.31148466,-0.014925011,0.31616148,-0.20598577,0.73116344,0.12970911,0.016264468,0.990141,-0.41123983,-0.036929302,-0.19357154
item_7903,-0.16491936,0.17909765,-0.23011836,0.41009083,0.06747317,-0.0355603,0.11455526,0.20547529,0.6120234,-0.011880419,0.5064435,0.403152,0.49241012,-0.41585633,0.1693042,0.15896824,0.08383856,-0.25805527,-0.24507408
item_7904,0.044102274,-0.21270163,-0.32740527,-0.30207017,-0.43579015,-0.06666169,0.18192168,0.6523899,-0.16412729,-0.06294998,-0.19227332,0.20665903,0.3208076,0.51999044,0.05581809,0.4081885,-0.38194785,0.04458227,-0.23951899
item_7905,-0.35343173,-0.14658593,-0.4264264,0.05325211,0.27466398,-0.20140329,0.057986885,-0.1469303,-0.19494593,0.1824613,0.2150206,-0.035960034,-0.27710274,0.21662813,0.06898537,-0.32407832,0.44076404,0.06541376,0.06270141
item_7906,0.12000615,-0.159827,0.115245506,-0.35741228,0.06488983,0.12739605,0.03214619,0.012073902,-0.9876907,-0.19297822,0.023406275,0.41447228,0.091004044,-0.16647466,0.22648151,-0.36316139,0.23249575,-0.12595153,0.10419942
item_7907,0.19680336,0.24537796,-0.010331085,-0.35007805,-0.024459023,-0.36829418,0.3761209,0.23966935,0.1328695,0.13922942,0.44432786,0.3432379,-0.2315895,-0.13885023,0.5097947,-0.4745301,-0.07330539,0.08212559,-0.30582735
item_7908,0.41981897,-0.20983618,-0.31443998,-0.19056998,0.16959058,-0.115191564,0.35255975,0.5710335,-0.10426309,0.08449378,0.27664962,-0.15225111,0.14535083,0.046503752,0.08780769,0.20537174,0.22338685,-0.16302146,0.05612695
item_7909,0.0074367975,0.21924025,-0.19502373,0.035125095,0.18424028,-0.46217012,0.10009947,-0.50916076,-0.016975766,-0.10967923,-0.19877854,0.26242477,0.25529352,-0.009352692,0.1653583,-0.3614282,-0.14927687,0.04922498,0.15336177
item_7910,-0.33230427,0.3694325,-0.16047709,0.08507115,0.58753186,0.11902922,-0.061986905,-0.29521033,-0.042494085,0.13293914,0.33562276,0.61432797,0.5076921,0.26949656,-0.25284898,0.69444007,0.101859525,-0.037960943,-0.06546122
item_7911,0.0726627,0.36870137,-0.15934484,-0.14955778,0.069354825,-0.26893523,-0.108535,-0.41331828,0.050088935,-0.033647146,0.04647534,-0.11593175,0.3851942,-0.4579975,-0.10944538,0.09775935,0.0063453405,0.073662505,0.018458787
item_7912,0.47981334,-0.40972447,-0.48264232,-0.060415786,-0.19198637,0.12796085,0.048084296,0.09234525,0.007759243,-0.036704198,-0.10895211,-0.14433917,-0.12740299,0.3876993,-0.12531897,-0.023311924,-0.00462585,-0.18827042,-0.21581788
item_7913,-0.3734054,0.38317758,0.20888305,-0.22272031,0.64464676,-0.45259026,-0.14665052,0.13316958,-0.27028042,0.0871421,0.11446439,0.17425638,-0.12413212,-0.21237622,0.08914805,-0.3192164,-0.057282135,0.035015576,0.24128778
item_7914,0.10373298,-0.10613381,-0.05787004,0.1492304,-0.20153487,0.2651971,0.40334138,0.008011776,-0.15977776,0.10467909,0.34358644,0.07707817,0.38462037,-0.22654071,-0.11797333,-0.34717256,-0.17689978,0.07820575,0.0026655078
item_7915,-0.22533144,0.6211998,0.086309,0.06331526,0.29347584,0.055885658,0.25889376,0.2266137,0.35517952,-0.09267762,0.529243,0.4123319,-0.088622056,0.107218884,0.30318674,-0.34874964,-0.36607462,0.08378561,-0.183928
item_7916,0.25068825,-0.034312777,-0.9110671,0.14983352,-0.13462009,-0.12849778,0.28371322,0.50764054,-0.65921444,0.03717688,0.041939504,-0.33539864,0.12771164,-0.19517401,-0.312864,-0.3873244,-0.182918,-0.050615434,0.27301243
item_7917,-0.5331867,0.5856379,-0.117724255,-0.38266867,0.92399293,-0.07338619,0.113972686,-0.1137554,-0.3422534,0.14678119,-0.24513935,0.6929747,-0.127554,-0.5032144,0.18101297,-0.37930912,-0.4316557,-0.3267071,-0.20032315
item_7918,0.29235715,-0.24292736,-0.18045144,0.26363838,0.14048986,0.1726156,0.06603403,-0.31206915,0.14932516,-0.16472712,0.36546937,0.045312196,0.2599093,0.09455615,-0.077242956,-0.50566673,0.28508842,0.4582072,0.046754137
item_7919,0.08467117,0.422135,-0.19868006,0.28305146,0.36117277,0.08373689,0.33983827,-0.7686546,-0.06382254,-0.056140464,0.1388101,-0.5117826,-0.8041398,0.3448708,-0.44665816,-0.48100844,0.21951385,0.59447813,0.099793874
item_7920,-0.044917822,-0.04059592,0.21712196,-0.202202,0.37263986,0.15818907,-0.032976683,-0.2066749,-0.011217752,0.11974314,0.082918175,0.30195314,-0.017984062,-0.093205184,-0.16464649,-0.46727458,0.093539946,-0.25863323,-0.11554431
item_7921,-0.52497375,0.36602685,0.7258281,0.082596466,-0.1371314,0.038251102,-0.39029157,-0.10647779,0.5343534,-0.4921427,-0.31275052,0.09211359,-0.6315064,-0.09868151,-0.2739305,-0.44902888,-0.19844739,0.27234852,-0.29917827
item_7922,0.37809303,-0.16763434,-0.13985379,0.31497782,-0.6904642,0.24703765,-0.38183448,-0.076188326,0.4158107,0.055261113,-0.33010942,-0.32928923,0.040331203,-0.08958615,-0.01492774,0.040648773,-0.40329295,0.65320665,-0.15981798
item_7923,0.0067943092,0.038755145,-0.48140335,-0.2971095,0.09490814,0.117695905,-0.113221146,-0.038124174,-0.37629458,0.020136088,-0.13000152,0.59344447,-0.22610648,0.15777546,0.38738874,-0.644912,0.21360846,-0.051224448,0.11987158
item_7924,-0.2242255,-0.431871,-0.15930757,0.14894043,-0.41755784,-0.44578454,-0.10948621,-0.019761382,0.13532718,-0.0985779,0.10030598,-0.1456528,0.35771242,-0.42312688,-0.47825944,-0.73729014,-0.16393879,0.17766994,-0.29803887
item_7925,-0.36870256,0.1395531,0.642838,0.26227725,-0.13860977,-0.45697644,-0.2902557,-0.095426045,0.011248443,0.3302129,-0.05713013,-0.043166716,-0.23967575,-0.31654528,-0.42546988,-0.28878495,-0.3790853,0.3674377,-0.15029038
item_7926,0.45091125,-0.5099968,-0.24792539,0.091857344,0.28314903,0.48768058,0.11867673,0.20215227,-0.41486013,0.3583117,0.16166356,-0.27102706,0.11445391,0.13313612,-0.7868547,0.8967655,-0.6660135,-0.1151321,-0.597725
item_7927,0.42078692,-0.38402596,0.013008255,-0.20788108,-0.037901748,0.49029005,-0.08366107,-0.2135017,-0.8560592,-0.060696624,0.34649396,-0.10780727,0.63388485,0.18473482,-0.6463129,0.23330721,-0.09908406,0.009332109,0.18575907
item_7928,0.058996785,0.008933721,0.38632247,0.19360586,0.34852746,-0.8271275,-0.23057325,-0.16852112,-0.3711795,-0.34663793,-0.010386419,-0.18305375,-0.37087333,-0.1916233,0.22272271,-0.43185452,0.032441236,-0.03935174,-0.0042480356
item_7929,-0.14270225,0.58895075,0.27180684,0.18101123,-0.07155446,0.092054546,-0.007294524,-0.15330784,0.47862875,0.09728804,-0.116645195,0.23220848,0.28933582,0.43120772,-0.21948446,-0.029796682,-0.28229293,0.14055233,-0.0048083914
item_7930,0.1509888,-0.39317104,-0.23654248,0.22846386,-0.030429546,0.017085422,0.31867367,0.18298665,-0.41140366,0.2883432,0.30303863,0.29055402,0.16107985,0.039251707,0.04273613,-0.8111249,0.088939555,-0.08937977,0.03838081
item_7931,0.12015122,0.1874609,-0.29595312,0.07539918,-0.19809094,0.29485837,-0.45547977,-0.025621556,0.2822066,0.01091511,0.12166643,0.14409445,-0.32486278,0.27941057,-0.2490487,-0.27960432,0.5795677,0.04815146,-0.33028433
item_7932,0.17936514,-0.085312754,-0.114521466,-0.53614783,-0.10744627,0.018583382,0.4293212,0.18380085,-0.7787902,-0.007385518,0.38971615,-0.6065152,-0.006084421,-0.8346614,-0.17767309,-0.6189982,0.24656934,-0.46071452,-0.66568625
item_7933,0.025998157,-0.23767152,-0.025431633,-0.13244449,0.22682998,0.33649686,0.11426009,0.1790116,-0.49854758,0.26058933,-0.14507803,0.21620572,-0.2714454,0.5847588,-0.098937646,0.43762955,-0.671978,0.072982274,-0.06960397
